date,year,month,latitude,longitude,co_ppm,aod_unitless,region
2019-07-01,2019,7,29.44,81.43,0.643,0.148,IGP
2019-07-01,2019,7,29.44,82.5,0.45,0.463,IGP
2019-07-01,2019,7,29.44,83.57,0.456,0.406,IGP
2019-07-01,2019,7,29.44,84.64,0.3,0.55,IGP
2019-07-01,2019,7,29.44,85.71,0.308,0.177,IGP
2019-07-01,2019,7,29.44,86.79,0.394,0.398,IGP
2019-07-01,2019,7,29.44,87.86,0.333,0.254,IGP
2019-07-01,2019,7,29.44,88.93,0.61,0.396,IGP
2019-07-01,2019,7,29.44,90.0,0.539,0.228,IGP
2019-07-01,2019,7,30.0,75.0,0.49,0.393,IGP
2019-07-01,2019,7,30.0,76.07,0.416,0.405,IGP
2019-07-01,2019,7,30.0,77.14,0.306,0.479,IGP
2019-07-01,2019,7,30.0,78.21,0.456,0.374,IGP
2019-07-01,2019,7,30.0,79.29,0.581,0.478,IGP
2019-07-01,2019,7,30.0,80.36,0.464,0.246,IGP
2019-07-01,2019,7,30.0,81.43,0.628,0.212,IGP
2019-07-01,2019,7,30.0,82.5,0.559,0.173,IGP
2019-07-01,2019,7,30.0,83.57,0.587,0.565,IGP
2019-07-01,2019,7,30.0,84.64,0.304,0.48,IGP
2019-07-01,2019,7,30.0,85.71,0.798,1.037,IGP
2019-07-01,2019,7,30.0,86.79,0.532,0.269,IGP
2019-07-01,2019,7,30.0,87.86,0.474,0.663,IGP
2019-07-01,2019,7,30.0,88.93,0.577,0.923,IGP
2019-07-01,2019,7,30.0,90.0,0.916,0.529,IGP
2019-08-01,2019,8,25.0,75.0,0.354,0.223,IGP
2019-08-01,2019,8,25.0,76.07,0.535,0.222,IGP
2019-08-01,2019,8,25.0,77.14,0.482,0.619,IGP
2019-08-01,2019,8,25.0,78.21,0.49,0.296,IGP
2019-08-01,2019,8,25.0,79.29,0.508,0.403,IGP
2019-08-01,2019,8,25.0,80.36,0.541,0.656,IGP
2019-08-01,2019,8,25.0,81.43,0.535,0.718,IGP
2019-08-01,2019,8,25.0,82.5,0.541,0.298,IGP
2019-08-01,2019,8,25.0,83.57,0.724,0.394,IGP
2019-08-01,2019,8,25.0,84.64,0.39,0.762,IGP
2019-08-01,2019,8,25.0,85.71,0.422,0.297,IGP
2019-08-01,2019,8,25.0,86.79,0.44,0.438,IGP
2019-08-01,2019,8,25.0,87.86,0.589,0.1,IGP
2019-08-01,2019,8,25.0,88.93,0.882,0.66,IGP
2019-08-01,2019,8,25.0,90.0,0.454,0.67,IGP
2019-08-01,2019,8,25.56,75.0,0.517,0.48,IGP
2019-08-01,2019,8,25.56,76.07,0.491,0.528,IGP
2019-08-01,2019,8,25.56,77.14,0.657,0.1,IGP
2019-08-01,2019,8,25.56,78.21,0.906,1.29,IGP
2019-08-01,2019,8,25.56,79.29,0.546,0.311,IGP
2019-08-01,2019,8,25.56,80.36,0.38,0.767,IGP
2019-08-01,2019,8,25.56,81.43,0.405,0.641,IGP
2019-08-01,2019,8,25.56,82.5,0.535,0.72,IGP
2019-08-01,2019,8,25.56,83.57,0.464,0.172,IGP
2019-08-01,2019,8,25.56,84.64,0.496,0.19,IGP
2019-08-01,2019,8,25.56,85.71,0.763,0.507,IGP
2019-08-01,2019,8,25.56,86.79,0.573,0.53,IGP
2019-08-01,2019,8,25.56,87.86,0.426,0.393,IGP
2019-08-01,2019,8,25.56,88.93,0.507,0.705,IGP
2019-08-01,2019,8,25.56,90.0,0.38,0.304,IGP
2019-08-01,2019,8,26.11,75.0,0.459,0.312,IGP
2019-08-01,2019,8,26.11,76.07,0.35,0.1,IGP
2019-08-01,2019,8,26.11,77.14,0.313,0.578,IGP
2019-08-01,2019,8,26.11,78.21,0.495,0.538,IGP
2019-08-01,2019,8,26.11,79.29,0.656,0.796,IGP
2019-08-01,2019,8,26.11,80.36,1.053,0.976,IGP
2019-08-01,2019,8,26.11,81.43,0.986,0.774,IGP
2019-08-01,2019,8,26.11,82.5,0.547,0.469,IGP
2019-08-01,2019,8,26.11,83.57,0.479,0.352,IGP
2019-08-01,2019,8,26.11,84.64,0.608,0.219,IGP
2019-08-01,2019,8,26.11,85.71,0.644,0.372,IGP
2019-08-01,2019,8,26.11,86.79,0.364,0.331,IGP
2019-08-01,2019,8,26.11,87.86,0.408,0.327,IGP
2019-08-01,2019,8,26.11,88.93,0.436,0.318,IGP
2019-08-01,2019,8,26.11,90.0,0.465,0.403,IGP
2019-08-01,2019,8,26.67,75.0,0.572,0.376,IGP
2019-08-01,2019,8,26.67,76.07,0.528,0.414,IGP
2019-08-01,2019,8,26.67,77.14,0.55,0.42,IGP
2019-08-01,2019,8,26.67,78.21,0.431,0.275,IGP
2019-08-01,2019,8,26.67,79.29,0.517,0.604,IGP
2019-08-01,2019,8,26.67,80.36,0.869,0.638,IGP
2019-08-01,2019,8,26.67,81.43,0.866,0.659,IGP
2019-08-01,2019,8,26.67,82.5,0.429,0.196,IGP
2019-08-01,2019,8,26.67,83.57,0.471,0.448,IGP
2019-08-01,2019,8,26.67,84.64,0.387,0.281,IGP
2019-08-01,2019,8,26.67,85.71,0.401,0.205,IGP
2019-08-01,2019,8,26.67,86.79,0.4,0.383,IGP
2019-08-01,2019,8,26.67,87.86,0.361,0.392,IGP
2019-08-01,2019,8,26.67,88.93,0.425,0.274,IGP
2019-08-01,2019,8,26.67,90.0,0.533,0.317,IGP
2019-08-01,2019,8,27.22,75.0,0.449,0.608,IGP
2019-08-01,2019,8,27.22,76.07,0.404,0.648,IGP
2019-08-01,2019,8,27.22,77.14,0.461,0.243,IGP
2019-08-01,2019,8,27.22,78.21,0.44,0.423,IGP
2019-08-01,2019,8,27.22,79.29,0.621,0.533,IGP
2019-08-01,2019,8,27.22,80.36,0.898,0.932,IGP
2019-08-01,2019,8,27.22,81.43,0.704,0.781,IGP
2019-08-01,2019,8,27.22,82.5,0.527,0.461,IGP
2019-08-01,2019,8,27.22,83.57,0.335,0.26,IGP
2019-08-01,2019,8,27.22,84.64,0.479,0.58,IGP
2019-08-01,2019,8,27.22,85.71,0.687,0.313,IGP
2019-08-01,2019,8,27.22,86.79,0.365,0.535,IGP
2019-08-01,2019,8,27.22,87.86,0.757,0.579,IGP
2019-08-01,2019,8,27.22,88.93,0.421,0.842,IGP
2019-08-01,2019,8,27.22,90.0,0.564,0.294,IGP
2019-08-01,2019,8,27.78,75.0,0.689,0.283,IGP
2019-08-01,2019,8,27.78,76.07,0.83,0.852,IGP
2019-08-01,2019,8,27.78,77.14,0.89,0.749,IGP
2019-08-01,2019,8,27.78,78.21,0.896,0.911,IGP
2019-08-01,2019,8,27.78,79.29,0.3,0.456,IGP
2019-08-01,2019,8,27.78,80.36,0.863,0.631,IGP
2019-08-01,2019,8,27.78,81.43,0.817,0.348,IGP
2019-08-01,2019,8,27.78,82.5,0.416,0.607,IGP
2019-08-01,2019,8,27.78,83.57,0.579,0.384,IGP
2019-08-01,2019,8,27.78,84.64,0.354,0.536,IGP
2019-08-01,2019,8,27.78,85.71,0.627,0.568,IGP
2019-08-01,2019,8,27.78,86.79,0.399,0.283,IGP
2019-08-01,2019,8,27.78,87.86,0.661,0.232,IGP
2019-08-01,2019,8,27.78,88.93,0.543,0.146,IGP
2019-08-01,2019,8,27.78,90.0,0.466,0.501,IGP
2019-08-01,2019,8,28.33,75.0,0.493,0.492,IGP
2019-08-01,2019,8,28.33,76.07,0.769,0.62,IGP
2019-08-01,2019,8,28.33,77.14,1.41,1.696,IGP
2019-08-01,2019,8,28.33,78.21,0.914,0.885,IGP
2019-08-01,2019,8,28.33,79.29,0.33,0.343,IGP
2019-08-01,2019,8,28.33,80.36,0.678,0.606,IGP
2019-08-01,2019,8,28.33,81.43,0.559,0.39,IGP
2019-08-01,2019,8,28.33,82.5,0.599,0.477,IGP
2019-08-01,2019,8,28.33,83.57,0.344,0.562,IGP
2019-08-01,2019,8,28.33,84.64,0.409,0.527,IGP
2019-08-01,2019,8,28.33,85.71,0.334,0.653,IGP
2019-08-01,2019,8,28.33,86.79,0.468,0.247,IGP
2019-08-01,2019,8,28.33,87.86,0.427,0.362,IGP
2019-08-01,2019,8,28.33,88.93,0.495,0.611,IGP
2019-08-01,2019,8,28.33,90.0,0.503,0.1,IGP
2019-08-01,2019,8,28.89,75.0,0.373,0.827,IGP
2019-08-01,2019,8,28.89,76.07,0.906,0.886,IGP
2019-08-01,2019,8,28.89,77.14,0.861,0.593,IGP
2019-08-01,2019,8,28.89,78.21,0.844,0.763,IGP
2019-08-01,2019,8,28.89,79.29,0.45,0.701,IGP
2019-08-01,2019,8,28.89,80.36,0.434,0.255,IGP
2019-08-01,2019,8,28.89,81.43,0.576,0.553,IGP
2019-08-01,2019,8,28.89,82.5,0.499,0.323,IGP
2019-08-01,2019,8,28.89,83.57,0.306,0.596,IGP
2019-08-01,2019,8,28.89,84.64,0.582,0.347,IGP
2019-08-01,2019,8,28.89,85.71,0.502,0.379,IGP
2019-08-01,2019,8,28.89,86.79,0.658,0.257,IGP
2019-08-01,2019,8,28.89,87.86,0.434,0.305,IGP
2019-08-01,2019,8,28.89,88.93,0.527,0.421,IGP
2019-08-01,2019,8,28.89,90.0,0.516,0.281,IGP
2019-08-01,2019,8,29.44,75.0,0.644,0.345,IGP
2019-08-01,2019,8,29.44,76.07,1.011,1.214,IGP
2019-08-01,2019,8,29.44,77.14,0.805,0.795,IGP
2019-08-01,2019,8,29.44,78.21,0.879,1.048,IGP
2019-08-01,2019,8,29.44,79.29,0.468,0.45,IGP
2019-08-01,2019,8,29.44,80.36,0.518,0.398,IGP
2019-08-01,2019,8,29.44,81.43,0.571,0.427,IGP
2019-08-01,2019,8,29.44,82.5,0.544,0.445,IGP
2019-08-01,2019,8,29.44,83.57,0.435,0.373,IGP
2019-08-01,2019,8,29.44,84.64,0.551,0.496,IGP
2019-08-01,2019,8,29.44,85.71,0.62,0.692,IGP
2019-08-01,2019,8,29.44,86.79,0.443,0.433,IGP
2019-08-01,2019,8,29.44,87.86,0.476,0.247,IGP
2019-08-01,2019,8,29.44,88.93,0.552,0.53,IGP
2019-08-01,2019,8,29.44,90.0,0.388,0.357,IGP
2019-08-01,2019,8,30.0,75.0,0.448,0.187,IGP
2019-08-01,2019,8,30.0,76.07,0.492,0.241,IGP
2019-08-01,2019,8,30.0,77.14,0.511,0.453,IGP
2019-08-01,2019,8,30.0,78.21,0.535,0.479,IGP
2019-08-01,2019,8,30.0,79.29,0.649,0.292,IGP
2019-08-01,2019,8,30.0,80.36,0.42,0.511,IGP
2019-08-01,2019,8,30.0,81.43,0.482,0.582,IGP
2019-08-01,2019,8,30.0,82.5,0.552,0.701,IGP
2019-08-01,2019,8,30.0,83.57,0.486,0.191,IGP
2019-08-01,2019,8,30.0,84.64,0.53,0.402,IGP
2019-08-01,2019,8,30.0,85.71,0.549,0.512,IGP
2019-08-01,2019,8,30.0,86.79,0.442,0.262,IGP
2019-08-01,2019,8,30.0,87.86,0.481,0.1,IGP
2019-08-01,2019,8,30.0,88.93,0.504,0.352,IGP
2019-08-01,2019,8,30.0,90.0,0.582,0.115,IGP
2019-09-01,2019,9,25.0,75.0,0.496,0.649,IGP
2019-09-01,2019,9,25.0,76.07,0.563,0.56,IGP
2019-09-01,2019,9,25.0,77.14,0.53,0.164,IGP
2019-09-01,2019,9,25.0,78.21,0.512,0.474,IGP
2019-09-01,2019,9,25.0,79.29,0.388,0.394,IGP
2019-09-01,2019,9,25.0,80.36,0.3,0.363,IGP
2019-09-01,2019,9,25.0,81.43,0.452,0.623,IGP
2019-09-01,2019,9,25.0,82.5,0.435,0.373,IGP
2019-09-01,2019,9,25.0,83.57,0.488,0.324,IGP
2019-09-01,2019,9,25.0,84.64,0.568,0.114,IGP
2019-09-01,2019,9,25.0,85.71,0.609,0.411,IGP
2019-09-01,2019,9,25.0,86.79,0.626,0.1,IGP
2019-09-01,2019,9,25.0,87.86,0.3,0.369,IGP
2019-09-01,2019,9,25.0,88.93,0.546,0.33,IGP
2019-09-01,2019,9,25.0,90.0,0.554,0.56,IGP
2019-09-01,2019,9,25.56,75.0,0.562,0.428,IGP
2019-09-01,2019,9,25.56,76.07,0.505,0.321,IGP
2019-09-01,2019,9,25.56,77.14,0.49,0.259,IGP
2019-09-01,2019,9,25.56,78.21,0.417,0.49,IGP
2019-09-01,2019,9,25.56,79.29,0.449,0.302,IGP
2019-09-01,2019,9,25.56,80.36,0.541,0.47,IGP
2019-09-01,2019,9,25.56,81.43,0.474,0.391,IGP
2019-09-01,2019,9,25.56,82.5,0.537,0.558,IGP
2019-09-01,2019,9,25.56,83.57,0.516,0.234,IGP
2019-09-01,2019,9,25.56,84.64,0.473,0.352,IGP
2019-09-01,2019,9,25.56,85.71,0.39,0.488,IGP
2019-09-01,2019,9,25.56,86.79,0.553,0.522,IGP
2019-09-01,2019,9,25.56,87.86,0.397,0.437,IGP
2019-09-01,2019,9,25.56,88.93,0.495,0.459,IGP
2019-09-01,2019,9,25.56,90.0,0.509,0.411,IGP
2019-09-01,2019,9,26.11,75.0,0.482,0.579,IGP
2019-09-01,2019,9,26.11,76.07,0.409,0.387,IGP
2019-09-01,2019,9,26.11,77.14,0.604,0.291,IGP
2019-09-01,2019,9,26.11,78.21,0.42,0.523,IGP
2019-09-01,2019,9,26.11,79.29,0.353,0.512,IGP
2019-09-01,2019,9,26.11,80.36,0.843,0.805,IGP
2019-09-01,2019,9,26.11,81.43,0.77,0.921,IGP
2019-09-01,2019,9,26.11,82.5,0.374,0.522,IGP
2019-09-01,2019,9,26.11,83.57,0.378,0.684,IGP
2019-09-01,2019,9,26.11,84.64,0.488,0.706,IGP
2019-09-01,2019,9,26.11,85.71,0.414,0.347,IGP
2019-09-01,2019,9,26.11,86.79,0.617,0.199,IGP
2019-09-01,2019,9,26.11,87.86,0.426,0.487,IGP
2019-09-01,2019,9,26.11,88.93,0.394,0.491,IGP
2019-09-01,2019,9,26.11,90.0,0.513,0.186,IGP
2019-09-01,2019,9,26.67,75.0,0.592,0.224,IGP
2019-09-01,2019,9,26.67,76.07,0.573,0.432,IGP
2019-09-01,2019,9,26.67,77.14,0.45,0.247,IGP
2019-09-01,2019,9,26.67,78.21,0.529,0.282,IGP
2019-09-01,2019,9,26.67,79.29,0.616,0.6,IGP
2019-09-01,2019,9,26.67,80.36,1.056,0.786,IGP
2019-09-01,2019,9,26.67,81.43,0.852,0.699,IGP
2019-09-01,2019,9,26.67,82.5,0.459,0.45,IGP
2019-09-01,2019,9,26.67,83.57,0.539,0.598,IGP
2019-09-01,2019,9,26.67,84.64,0.498,0.203,IGP
2019-09-01,2019,9,26.67,85.71,0.455,0.646,IGP
2019-09-01,2019,9,26.67,86.79,0.34,0.524,IGP
2019-09-01,2019,9,26.67,87.86,0.457,0.28,IGP
2019-09-01,2019,9,26.67,88.93,0.535,0.647,IGP
2019-09-01,2019,9,26.67,90.0,0.53,0.374,IGP
2019-09-01,2019,9,27.22,75.0,0.366,0.398,IGP
2019-09-01,2019,9,27.22,76.07,0.362,0.367,IGP
2019-09-01,2019,9,27.22,77.14,0.489,0.1,IGP
2019-09-01,2019,9,27.22,78.21,0.634,0.227,IGP
2019-09-01,2019,9,27.22,79.29,0.477,0.493,IGP
2019-09-01,2019,9,27.22,80.36,1.023,0.625,IGP
2019-09-01,2019,9,27.22,81.43,0.641,0.905,IGP
2019-09-01,2019,9,27.22,82.5,0.371,0.467,IGP
2019-09-01,2019,9,27.22,83.57,0.538,0.1,IGP
2019-09-01,2019,9,27.22,84.64,0.334,0.344,IGP
2019-09-01,2019,9,27.22,85.71,0.3,0.212,IGP
2019-09-01,2019,9,27.22,86.79,0.508,0.4,IGP
2019-09-01,2019,9,27.22,87.86,0.526,0.48,IGP
2019-09-01,2019,9,27.22,88.93,0.327,0.22,IGP
2019-09-01,2019,9,27.22,90.0,0.572,0.642,IGP
2019-09-01,2019,9,27.78,75.0,0.399,0.452,IGP
2019-09-01,2019,9,27.78,76.07,0.973,0.779,IGP
2019-09-01,2019,9,27.78,77.14,0.867,0.647,IGP
2019-09-01,2019,9,27.78,78.21,1.091,0.758,IGP
2019-09-01,2019,9,27.78,79.29,0.534,0.462,IGP
2019-09-01,2019,9,27.78,80.36,0.811,0.751,IGP
2019-09-01,2019,9,27.78,81.43,0.86,0.692,IGP
2019-09-01,2019,9,27.78,82.5,0.527,0.276,IGP
2019-09-01,2019,9,27.78,83.57,0.375,0.488,IGP
2019-09-01,2019,9,27.78,84.64,0.442,0.361,IGP
2019-09-01,2019,9,27.78,85.71,0.303,0.557,IGP
2019-09-01,2019,9,27.78,86.79,0.822,1.038,IGP
2019-09-01,2019,9,27.78,87.86,0.534,0.186,IGP
2019-09-01,2019,9,27.78,88.93,0.518,0.322,IGP
2019-09-01,2019,9,27.78,90.0,0.399,0.488,IGP
2019-09-01,2019,9,28.33,75.0,0.661,0.637,IGP
2019-09-01,2019,9,28.33,76.07,0.954,0.739,IGP
2019-09-01,2019,9,28.33,77.14,0.871,0.608,IGP
2019-09-01,2019,9,28.33,78.21,0.865,0.88,IGP
2019-09-01,2019,9,28.33,79.29,0.678,0.291,IGP
2019-09-01,2019,9,28.33,80.36,0.3,0.333,IGP
2019-09-01,2019,9,28.33,81.43,0.586,0.724,IGP
2019-09-01,2019,9,28.33,82.5,0.627,0.606,IGP
2019-09-01,2019,9,28.33,83.57,0.411,0.29,IGP
2019-09-01,2019,9,28.33,84.64,0.363,0.313,IGP
2019-09-01,2019,9,28.33,85.71,0.587,0.657,IGP
2019-09-01,2019,9,28.33,86.79,0.53,0.375,IGP
2019-09-01,2019,9,28.33,87.86,0.389,0.396,IGP
2019-09-01,2019,9,28.33,88.93,0.516,0.194,IGP
2019-09-01,2019,9,28.33,90.0,0.588,0.349,IGP
2019-09-01,2019,9,28.89,75.0,0.582,0.411,IGP
2019-09-01,2019,9,28.89,76.07,0.922,0.638,IGP
2019-09-01,2019,9,28.89,77.14,0.858,0.84,IGP
2019-09-01,2019,9,28.89,78.21,0.879,0.578,IGP
2019-09-01,2019,9,28.89,79.29,0.507,0.471,IGP
2019-09-01,2019,9,28.89,80.36,0.633,0.586,IGP
2019-09-01,2019,9,28.89,81.43,0.489,0.331,IGP
2019-09-01,2019,9,28.89,82.5,0.709,0.669,IGP
2019-09-01,2019,9,28.89,83.57,0.546,0.569,IGP
2019-09-01,2019,9,28.89,84.64,0.62,0.351,IGP
2019-09-01,2019,9,28.89,85.71,0.444,0.35,IGP
2019-09-01,2019,9,28.89,86.79,0.302,0.233,IGP
2019-09-01,2019,9,28.89,87.86,0.492,0.47,IGP
2019-09-01,2019,9,28.89,88.93,0.817,0.592,IGP
2019-09-01,2019,9,28.89,90.0,0.446,0.373,IGP
2019-09-01,2019,9,29.44,75.0,0.457,0.516,IGP
2019-09-01,2019,9,29.44,76.07,0.761,0.571,IGP
2019-09-01,2019,9,29.44,77.14,0.862,0.539,IGP
2019-09-01,2019,9,29.44,78.21,0.702,0.519,IGP
2019-09-01,2019,9,29.44,79.29,0.471,0.508,IGP
2019-09-01,2019,9,29.44,80.36,0.561,0.651,IGP
2019-09-01,2019,9,29.44,81.43,0.506,0.448,IGP
2019-09-01,2019,9,29.44,82.5,0.471,0.383,IGP
2019-09-01,2019,9,29.44,83.57,0.704,0.452,IGP
2019-09-01,2019,9,29.44,84.64,0.53,0.241,IGP
2019-09-01,2019,9,29.44,85.71,0.537,0.512,IGP
2019-09-01,2019,9,29.44,86.79,0.607,0.508,IGP
2019-09-01,2019,9,29.44,87.86,0.483,0.388,IGP
2019-09-01,2019,9,29.44,88.93,0.488,0.429,IGP
2019-09-01,2019,9,29.44,90.0,0.934,1.148,IGP
2019-09-01,2019,9,30.0,75.0,0.571,0.717,IGP
2019-09-01,2019,9,30.0,76.07,0.3,0.344,IGP
2019-09-01,2019,9,30.0,77.14,0.494,0.312,IGP
2019-09-01,2019,9,30.0,78.21,0.403,0.155,IGP
2019-09-01,2019,9,30.0,79.29,0.464,0.547,IGP
2019-09-01,2019,9,30.0,80.36,0.573,0.3,IGP
2019-09-01,2019,9,30.0,81.43,0.518,0.617,IGP
2019-09-01,2019,9,30.0,82.5,0.344,0.389,IGP
2019-09-01,2019,9,30.0,83.57,0.524,0.415,IGP
2019-09-01,2019,9,30.0,84.64,0.581,0.188,IGP
2019-09-01,2019,9,30.0,85.71,0.593,1.031,IGP
2019-09-01,2019,9,30.0,86.79,0.488,1.07,IGP
2019-09-01,2019,9,30.0,87.86,0.541,0.524,IGP
2019-09-01,2019,9,30.0,88.93,0.449,0.489,IGP
2019-09-01,2019,9,30.0,90.0,0.378,0.351,IGP
2019-10-01,2019,10,25.0,75.0,0.712,0.455,IGP
2019-10-01,2019,10,25.0,76.07,0.73,0.418,IGP
2019-10-01,2019,10,25.0,77.14,0.735,0.851,IGP
2019-10-01,2019,10,25.0,78.21,0.582,0.587,IGP
2019-10-01,2019,10,25.0,79.29,0.546,0.465,IGP
2019-10-01,2019,10,25.0,80.36,0.778,0.525,IGP
2019-10-01,2019,10,25.0,81.43,1.173,1.287,IGP
2019-10-01,2019,10,25.0,82.5,0.702,0.436,IGP
2019-10-01,2019,10,25.0,83.57,0.777,0.636,IGP
2019-10-01,2019,10,25.0,84.64,0.555,0.445,IGP
2019-10-01,2019,10,25.0,85.71,0.431,0.385,IGP
2019-10-01,2019,10,25.0,86.79,0.677,0.432,IGP
2019-10-01,2019,10,25.0,87.86,0.625,0.799,IGP
2019-10-01,2019,10,25.0,88.93,0.811,0.486,IGP
2019-10-01,2019,10,25.0,90.0,0.787,0.772,IGP
2019-10-01,2019,10,25.56,75.0,0.77,0.635,IGP
2019-10-01,2019,10,25.56,76.07,0.818,0.705,IGP
2019-10-01,2019,10,25.56,77.14,0.587,0.562,IGP
2019-10-01,2019,10,25.56,78.21,0.653,0.763,IGP
2019-10-01,2019,10,25.56,79.29,0.65,0.477,IGP
2019-10-01,2019,10,25.56,80.36,0.811,0.629,IGP
2019-10-01,2019,10,25.56,81.43,0.919,0.461,IGP
2019-10-01,2019,10,25.56,82.5,0.656,0.758,IGP
2019-10-01,2019,10,25.56,83.57,0.58,0.788,IGP
2019-10-01,2019,10,25.56,84.64,0.587,0.682,IGP
2019-10-01,2019,10,25.56,85.71,0.524,0.597,IGP
2019-10-01,2019,10,25.56,86.79,0.571,0.879,IGP
2019-10-01,2019,10,25.56,87.86,0.601,0.466,IGP
2019-10-01,2019,10,25.56,88.93,0.762,0.5,IGP
2019-10-01,2019,10,25.56,90.0,0.778,0.483,IGP
2019-10-01,2019,10,26.11,75.0,0.629,0.586,IGP
2019-10-01,2019,10,26.11,76.07,0.586,0.649,IGP
2019-10-01,2019,10,26.11,77.14,0.796,0.673,IGP
2019-10-01,2019,10,26.11,78.21,0.772,0.301,IGP
2019-10-01,2019,10,26.11,79.29,0.662,0.556,IGP
2019-10-01,2019,10,26.11,80.36,1.42,0.975,IGP
2019-10-01,2019,10,26.11,81.43,1.044,0.911,IGP
2019-10-01,2019,10,26.11,82.5,0.642,0.267,IGP
2019-10-01,2019,10,26.11,83.57,0.805,0.355,IGP
2019-10-01,2019,10,26.11,84.64,0.753,0.426,IGP
2019-10-01,2019,10,26.11,85.71,0.859,0.549,IGP
2019-10-01,2019,10,26.11,86.79,0.66,0.669,IGP
2019-10-01,2019,10,26.11,87.86,0.607,0.676,IGP
2019-10-01,2019,10,26.11,88.93,0.66,0.501,IGP
2019-10-01,2019,10,26.11,90.0,0.699,0.427,IGP
2019-10-01,2019,10,26.67,75.0,0.689,0.641,IGP
2019-10-01,2019,10,26.67,76.07,0.477,0.754,IGP
2019-10-01,2019,10,26.67,77.14,1.184,0.624,IGP
2019-10-01,2019,10,26.67,78.21,0.507,0.716,IGP
2019-10-01,2019,10,26.67,79.29,0.784,0.683,IGP
2019-10-01,2019,10,26.67,80.36,1.132,1.336,IGP
2019-10-01,2019,10,26.67,81.43,1.199,1.098,IGP
2019-10-01,2019,10,26.67,82.5,0.733,0.829,IGP
2019-10-01,2019,10,26.67,83.57,0.721,0.652,IGP
2019-10-01,2019,10,26.67,84.64,0.7,0.411,IGP
2019-10-01,2019,10,26.67,85.71,0.476,0.595,IGP
2019-10-01,2019,10,26.67,86.79,0.567,0.643,IGP
2019-10-01,2019,10,26.67,87.86,0.723,0.609,IGP
2019-10-01,2019,10,26.67,88.93,0.603,0.745,IGP
2019-10-01,2019,10,26.67,90.0,0.755,0.413,IGP
2019-10-01,2019,10,27.22,75.0,0.915,0.558,IGP
2019-10-01,2019,10,27.22,76.07,0.862,0.952,IGP
2019-10-01,2019,10,27.22,77.14,0.557,0.794,IGP
2019-10-01,2019,10,27.22,78.21,1.224,1.402,IGP
2019-10-01,2019,10,27.22,79.29,0.763,0.777,IGP
2019-10-01,2019,10,27.22,80.36,1.25,1.125,IGP
2019-10-01,2019,10,27.22,81.43,1.193,1.039,IGP
2019-10-01,2019,10,27.22,82.5,0.753,0.128,IGP
2019-10-01,2019,10,27.22,83.57,0.646,0.615,IGP
2019-10-01,2019,10,27.22,84.64,0.7,0.522,IGP
2019-10-01,2019,10,27.22,85.71,0.767,0.484,IGP
2019-10-01,2019,10,27.22,86.79,0.586,0.768,IGP
2019-10-01,2019,10,27.22,87.86,0.812,0.5,IGP
2019-10-01,2019,10,27.22,88.93,0.701,0.717,IGP
2019-10-01,2019,10,27.22,90.0,0.712,0.67,IGP
2019-10-01,2019,10,27.78,75.0,0.756,0.542,IGP
2019-10-01,2019,10,27.78,76.07,1.326,0.917,IGP
2019-10-01,2019,10,27.78,77.14,1.314,1.051,IGP
2019-10-01,2019,10,27.78,78.21,1.238,0.875,IGP
2019-10-01,2019,10,27.78,79.29,0.721,0.596,IGP
2019-10-01,2019,10,27.78,80.36,1.19,0.822,IGP
2019-10-01,2019,10,27.78,81.43,1.11,1.024,IGP
2019-10-01,2019,10,27.78,82.5,0.739,0.867,IGP
2019-10-01,2019,10,27.78,83.57,0.703,0.346,IGP
2019-10-01,2019,10,27.78,84.64,0.687,0.778,IGP
2019-10-01,2019,10,27.78,85.71,0.64,0.758,IGP
2019-10-01,2019,10,27.78,86.79,0.726,0.687,IGP
2019-10-01,2019,10,27.78,87.86,0.894,0.314,IGP
2019-10-01,2019,10,27.78,88.93,0.798,0.576,IGP
2019-10-01,2019,10,27.78,90.0,0.613,0.575,IGP
2019-10-01,2019,10,28.33,75.0,0.877,0.79,IGP
2019-10-01,2019,10,28.33,76.07,1.074,0.947,IGP
2019-10-01,2019,10,28.33,77.14,1.369,1.059,IGP
2019-10-01,2019,10,28.33,78.21,1.273,0.827,IGP
2019-10-01,2019,10,28.33,79.29,0.633,0.386,IGP
2019-10-01,2019,10,28.33,80.36,0.543,0.401,IGP
2019-10-01,2019,10,28.33,81.43,0.615,0.476,IGP
2019-10-01,2019,10,28.33,82.5,0.624,0.743,IGP
2019-10-01,2019,10,28.33,83.57,0.617,0.804,IGP
2019-10-01,2019,10,28.33,84.64,0.66,0.656,IGP
2019-10-01,2019,10,28.33,85.71,0.755,0.455,IGP
2019-10-01,2019,10,28.33,86.79,0.675,0.515,IGP
2019-10-01,2019,10,28.33,87.86,0.745,0.571,IGP
2019-10-01,2019,10,28.33,88.93,0.633,0.608,IGP
2019-10-01,2019,10,28.33,90.0,0.742,0.868,IGP
2019-10-01,2019,10,28.89,75.0,0.715,0.592,IGP
2019-10-01,2019,10,28.89,76.07,1.317,0.92,IGP
2019-10-01,2019,10,28.89,77.14,1.102,1.015,IGP
2019-10-01,2019,10,28.89,78.21,1.382,1.247,IGP
2019-10-01,2019,10,28.89,79.29,0.52,0.69,IGP
2019-10-01,2019,10,28.89,80.36,0.49,0.659,IGP
2019-10-01,2019,10,28.89,81.43,0.748,0.331,IGP
